# age_gyr Z_sur Teff Log_g LogL_lsun Av feh initial_mass Label G G_BP G_RP RVS
0.01 0.01834654 18274.69596157957 4.267811676343203 2.9273593411827616 0.0 0.03 5.688146505531434 1.00 -0.90428 -1.00388 -0.71715 -0.64851
0.01 0.018346539999999995 18739.391200026334 4.260252757884618 2.997468513621853 0.0 0.03 5.941657605423045 1.00 -1.01627 -1.11900 -0.82291 -0.75249
0.01 0.018346539999999998 19071.064601085473 4.254428928932826 3.0472011338923792 0.0 0.03 6.128233615247154 1.00 -1.09647 -1.20139 -0.89877 -0.82709
0.01 0.018346539999999998 19438.751979206067 4.247574311846403 3.1020680021373805 0.0 0.03 6.341254683661739 1.00 -1.18601 -1.29327 -0.98362 -0.91056
0.01 0.018346539999999998 19805.065493933376 4.24039319853071 3.156389334935107 0.0 0.03 6.559683695859778 1.00 -1.27527 -1.38482 -1.06831 -0.99389
0.01 0.01834654 20094.397217057656 4.234212262353295 3.1993888621085302 0.0 0.03 6.737607735099844 4.00 -1.31807 -1.43800 -1.10250 -1.10394
0.01 0.01834654 20366.341777642258 4.228057289915672 3.2398429527628623 0.0 0.03 6.9094795372692435 4.00 -1.39344 -1.51475 -1.17497 -1.17333
0.01 0.018346539999999998 20767.531952985188 4.220088872607981 3.297369112627738 0.0 0.03 7.163439731352535 4.00 -1.49987 -1.62318 -1.27719 -1.27108
0.01 0.018346539999999995 21055.632748836473 4.213775091024191 3.338801921217982 0.0 0.03 7.350336110811901 4.00 -1.57705 -1.70177 -1.35139 -1.34213
0.01 0.018346539999999995 21346.632080207575 4.207206636676919 3.3804492096366245 0.0 0.03 7.542946814705074 4.00 -1.65498 -1.78064 -1.42773 -1.41504
0.01 0.018346539999999998 21622.94802966708 4.2007668697887866 3.4198526357716066 0.0 0.03 7.729666902004756 4.00 -1.72901 -1.85538 -1.50074 -1.48473
0.01 0.018346539999999998 21900.975016902576 4.194147263514761 3.459294554499321 0.0 0.03 7.921128931594083 4.00 -1.80329 -1.93037 -1.57401 -1.55470
